,Unnamed: 0,Date Occurred,Time Occurred,Area Name,Reporting District,Crime Code Description,Victim Age,Victim Sex,Victim Descent,Premise Description,Location ,Month,Day,Year,Lat,Lon,Datetime,Daily Max Temp
321389,1381338,11/26/2016,2030,Devonshire,1796,PICKPOCKET,21.0,M,W,PARKING LOT,"(34.234, -118.5025)",11,26,2016,34.234,-118.5025,2016-11-26,15.8
321397,1381348,11/27/2016,700,Devonshire,1798,THROWING OBJECT AT MOVING VEHICLE,27.0,F,H,STREET,"(34.2284, -118.4804)",11,27,2016,34.2284,-118.4804,2016-11-27,15.6
321584,1381607,12/06/2016,1100,Devonshire,1797,PICKPOCKET,91.0,F,W,MARKET,"(34.2284, -118.4851)",12,6,2016,34.2284,-118.4851,2016-12-06,16.9
321788,1381892,12/13/2016,2339,Devonshire,1758,ARSON,29.0,F,H,"VEHICLE, PASSENGER/TRUCK","(34.2538, -118.4849)",12,13,2016,34.2538,-118.4849,2016-12-13,18.6
321903,1382057,12/19/2016,1415,Devonshire,1794,CRIMINAL HOMICIDE,65.0,M,W,SIDEWALK,"(34.2251, -118.5372)",12,19,2016,34.2251,-118.5372,2016-12-19,18.2
322151,1382372,02/06/2016,929,Southeast,1822,CRIMINAL HOMICIDE,44.0,M,B,STREET,"(33.9519, -118.2781)",2,6,2016,33.9519,-118.2781,2016-02-06,25.1
322323,1382580,07/30/2016,1500,Southeast,1841,ARSON,62.0,F,A,LIQUOR STORE,"(33.9424, -118.2826)",7,30,2016,33.9424,-118.2826,2016-07-30,29.6
322386,1382647,09/30/2016,305,Southeast,1864,ARSON,24.0,M,H,DRIVEWAY,"(33.9277, -118.2543)",9,30,2016,33.9277,-118.2543,2016-09-30,30.9
322391,1382652,09/30/2016,1945,Southeast,1822,ARSON,45.0,M,B,STREET,"(33.9492, -118.2802)",9,30,2016,33.9492,-118.2802,2016-09-30,30.8
322473,1382740,12/02/2016,2255,Southeast,1837,CRIMINAL HOMICIDE,26.0,M,B,STREET,"(33.9371, -118.239)",12,2,2016,33.9371,-118.239,2016-12-02,18.2
322646,1382952,01/08/2016,2245,Southeast,1862,ARSON,19.0,M,H,STREET,"(33.9274, -118.2782)",1,8,2016,33.9274,-118.2782,2016-01-08,14.4
322795,1383134,01/16/2016,2111,Southeast,1832,ARSON,63.0,M,H,SINGLE FAMILY DWELLING,"(33.9411, -118.2717)",1,16,2016,33.9411,-118.2717,2016-01-16,17.0
322815,1383160,01/18/2016,800,Southeast,1822,CRIMINAL HOMICIDE,43.0,M,B,LIQUOR STORE,"(33.9456, -118.2739)",1,18,2016,33.9456,-118.2739,2016-01-18,16.6
323027,1383405,01/21/2016,2340,Southeast,1861,ARSON,51.0,F,B,OTHER BUSINESS,"(33.9274, -118.2871)",1,21,2016,33.9274,-118.2871,2016-01-21,21.4
323251,1383696,02/06/2016,2305,Southeast,1838,ARSON,27.0,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.9431, -118.2391)",2,6,2016,33.9431,-118.2391,2016-02-06,24.9
323842,1384386,03/05/2016,150,Southeast,1823,CRIMINAL HOMICIDE,36.0,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.9438, -118.2695)",3,5,2016,33.9438,-118.2695,2016-03-05,19.7
323951,1384515,03/08/2016,2230,Southeast,1823,KIDNAPPING,20.0,F,H,STREET,"(33.9438, -118.2695)",3,8,2016,33.9438,-118.2695,2016-03-08,19.9
324048,1384626,03/14/2016,338,Southeast,1824,ARSON,49.0,F,B,DRIVEWAY,"(33.9503, -118.2565)",3,14,2016,33.9503,-118.2565,2016-03-14,19.9
324096,1384678,03/15/2016,800,Southeast,1841,THROWING OBJECT AT MOVING VEHICLE,28.0,F,B,STREET,"(33.9399, -118.2869)",3,15,2016,33.9399,-118.2869,2016-03-15,23.3
324159,1384758,03/18/2016,2121,Southeast,1841,ARSON,47.0,M,O,"VEHICLE, PASSENGER/TRUCK","(33.9346, -118.2869)",3,18,2016,33.9346,-118.2869,2016-03-18,21.8
324238,1384850,03/21/2016,2330,Southeast,1801,CRIMINAL HOMICIDE,26.0,M,B,STREET,"(33.958, -118.2877)",3,21,2016,33.958,-118.2877,2016-03-21,20.7
324350,1384994,03/26/2016,2015,Southeast,1802,CRIMINAL HOMICIDE,21.0,M,B,STREET,"(33.9587, -118.2815)",3,26,2016,33.9587,-118.2815,2016-03-26,25.4
324410,1385062,03/29/2016,2045,Southeast,1841,CRIMINAL HOMICIDE,52.0,M,B,STREET,"(33.9367, -118.2871)",3,29,2016,33.9367,-118.2871,2016-03-29,17.3
324530,1385205,04/04/2016,1315,Southeast,1841,KIDNAPPING,22.0,F,H,STREET,"(33.9424, -118.2869)",4,4,2016,33.9424,-118.2869,2016-04-04,25.1
324618,1385310,04/06/2016,1500,Southeast,1838,KIDNAPPING,12.0,F,B,STREET,"(33.9399, -118.2362)",4,6,2016,33.9399,-118.2362,2016-04-06,28.5
324726,1385438,03/31/2016,2110,Southeast,1871,KIDNAPPING,18.0,F,B,STREET,"(33.9019, -118.2916)",3,31,2016,33.9019,-118.2916,2016-03-31,21.0
324743,1385460,04/13/2016,1815,Southeast,1834,ARSON,29.0,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.9411, -118.2695)",4,13,2016,33.9411,-118.2695,2016-04-13,20.1
324760,1385485,04/13/2016,1825,Southeast,1838,CRIMINAL HOMICIDE,28.0,M,H,STREET,"(33.9406, -118.2348)",4,13,2016,33.9406,-118.2348,2016-04-13,20.4
324841,1385579,04/17/2016,500,Southeast,1837,ARSON,78.0,F,B,STORAGE SHED,"(33.933, -118.2463)",4,17,2016,33.933,-118.2463,2016-04-17,30.3
324912,1385662,04/19/2016,820,Southeast,1804,CRIMINAL HOMICIDE,29.0,M,H,SIDEWALK,"(33.9593, -118.263)",4,19,2016,33.9593,-118.263,2016-04-19,31.4
325077,1385853,04/25/2016,2221,Southeast,1822,ARSON,42.0,F,B,"VEHICLE, PASSENGER/TRUCK","(33.9438, -118.2739)",4,25,2016,33.9438,-118.2739,2016-04-25,20.1
325183,1385980,04/30/2016,135,Southeast,1891,THROWING OBJECT AT MOVING VEHICLE,26.0,M,H,STREET,"(33.8773, -118.2867)",4,30,2016,33.8773,-118.2867,2016-04-30,20.5
325409,1386243,05/09/2016,1500,Southeast,1862,THROWING OBJECT AT MOVING VEHICLE,64.0,M,B,STREET,"(33.9292, -118.2739)",5,9,2016,33.9292,-118.2739,2016-05-09,19.8
325573,1386438,05/16/2016,705,Southeast,1862,CRIMINAL HOMICIDE,36.0,M,B,SIDEWALK,"(33.931, -118.2802)",5,16,2016,33.931,-118.2802,2016-05-16,22.2
325597,1386470,05/17/2016,15,Southeast,1844,ARSON,22.0,M,H,SINGLE FAMILY DWELLING,"(33.933, -118.2673)",5,17,2016,33.933,-118.2673,2016-05-17,22.4
325621,1386498,05/18/2016,1450,Southeast,1829,ARSON,53.0,F,W,HIGH SCHOOL,"(33.9456, -118.2323)",5,18,2016,33.9456,-118.2323,2016-05-18,23.3
325637,1386514,05/18/2016,1843,Southeast,1841,ARSON,40.0,F,H,STREET,"(33.9407, -118.2894)",5,18,2016,33.9407,-118.2894,2016-05-18,22.8
325759,1386663,01/15/2016,2100,Southeast,1822,KIDNAPPING,17.0,F,B,STREET,"(33.9472, -118.2826)",1,15,2016,33.9472,-118.2826,2016-01-15,16.7
325856,1386782,05/28/2016,1,Southeast,1803,PICKPOCKET,21.0,M,H,STREET,"(33.9601, -118.2695)",5,28,2016,33.9601,-118.2695,2016-05-28,23.4
325919,1386859,05/31/2016,1210,Southeast,1871,THROWING OBJECT AT MOVING VEHICLE,25.0,M,H,STREET,"(33.9019, -118.283)",5,31,2016,33.9019,-118.283,2016-05-31,22.5
325923,1386863,05/31/2016,1000,Southeast,1844,PICKPOCKET,47.0,M,H,STREET,"(33.9383, -118.2652)",5,31,2016,33.9383,-118.2652,2016-05-31,22.5
326070,1387041,06/06/2016,338,Southeast,1862,ARSON,35.0,M,B,SINGLE FAMILY DWELLING,"(33.9301, -118.2739)",6,6,2016,33.9301,-118.2739,2016-06-06,23.0
326080,1387053,06/06/2016,1450,Southeast,1863,CRIMINAL HOMICIDE,46.0,M,B,STREET,"(33.9271, -118.2659)",6,6,2016,33.9271,-118.2659,2016-06-06,23.0
326203,1387198,06/09/2016,700,Southeast,1822,ARSON,35.0,M,H,STREET,"(33.9483, -118.2781)",6,9,2016,33.9483,-118.2781,2016-06-09,23.9
326242,1387242,06/11/2016,1210,Southeast,1849,CRIMINAL HOMICIDE,38.0,M,B,SINGLE FAMILY DWELLING,"(33.9305, -118.2349)",6,11,2016,33.9305,-118.2349,2016-06-11,22.0
326334,1387348,06/14/2016,300,Southeast,1834,ARSON,15.0,X,X,AUTO SUPPLY STORE*,"(33.9393, -118.2652)",6,14,2016,33.9393,-118.2652,2016-06-14,22.7
326662,1387726,06/26/2016,2000,Southeast,1841,CRIMINAL HOMICIDE,22.0,M,B,SIDEWALK,"(33.9407, -118.2916)",6,26,2016,33.9407,-118.2916,2016-06-26,28.9
326698,1387769,06/28/2016,530,Southeast,1862,KIDNAPPING,24.0,M,H,BUS STOP,"(33.9237, -118.2782)",6,28,2016,33.9237,-118.2782,2016-06-28,29.3
326703,1387774,06/28/2016,130,Southeast,1824,KIDNAPPING,29.0,F,H,SINGLE FAMILY DWELLING,"(33.9513, -118.254)",6,28,2016,33.9513,-118.254,2016-06-28,31.6
326727,1387803,06/29/2016,1038,Southeast,1837,CRIMINAL HOMICIDE,29.0,F,H,STREET,"(33.9363, -118.2426)",6,29,2016,33.9363,-118.2426,2016-06-29,29.5
326877,1387972,07/04/2016,2235,Southeast,1829,THROWING OBJECT AT MOVING VEHICLE,15.0,M,O,PROJECT/TENEMENT/PUBLIC HOUSING,"(33.9439, -118.2346)",7,4,2016,33.9439,-118.2346,2016-07-04,25.9
327096,1388225,07/12/2016,110,Southeast,1851,CRIMINAL HOMICIDE,40.0,M,B,STREET,"(33.9154, -118.287)",7,12,2016,33.9154,-118.287,2016-07-12,26.1
327216,1388378,07/19/2016,1315,Southeast,1862,THROWING OBJECT AT MOVING VEHICLE,24.0,F,B,STREET,"(33.9265, -118.2739)",7,19,2016,33.9265,-118.2739,2016-07-19,30.8
327227,1388391,07/17/2016,1926,Southeast,1864,CRIMINAL HOMICIDE,30.0,M,B,SIDEWALK,"(33.9237, -118.2597)",7,17,2016,33.9237,-118.2597,2016-07-17,26.7
327288,1388459,07/19/2016,2240,Southeast,1832,CRIMINAL HOMICIDE,19.0,M,H,ALLEY,"(33.9411, -118.2739)",7,19,2016,33.9411,-118.2739,2016-07-19,30.8
327291,1388462,07/20/2016,1125,Southeast,1831,KIDNAPPING,60.0,F,H,STREET,"(33.9172, -118.2895)",7,20,2016,33.9172,-118.2895,2016-07-20,32.9
327370,1388562,07/23/2016,1340,Southeast,1834,THROWING OBJECT AT MOVING VEHICLE,21.0,M,H,STREET,"(33.9393, -118.2652)",7,23,2016,33.9393,-118.2652,2016-07-23,33.6
327388,1388584,07/24/2016,130,Southeast,1801,ARSON,18.0,M,H,"VEHICLE, PASSENGER/TRUCK","(33.9601, -118.287)",7,24,2016,33.9601,-118.287,2016-07-24,31.7
327600,1388831,07/31/2016,1615,Southeast,1802,ARSON,39.0,M,W,SIDEWALK,"(33.9593, -118.2782)",7,31,2016,33.9593,-118.2782,2016-07-31,30.5
328316,1389707,08/27/2016,2330,Southeast,1801,CRIMINAL HOMICIDE,34.0,M,B,STREET,"(33.958, -118.2877)",8,27,2016,33.958,-118.2877,2016-08-27,26.5
328482,1389905,09/02/2016,2343,Southeast,1836,ARSON,41.0,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.9424, -118.2477)",9,2,2016,33.9424,-118.2477,2016-09-02,26.3
328511,1389938,09/03/2016,1335,Southeast,1822,ARSON,41.0,F,W,STREET,"(33.9519, -118.2797)",9,3,2016,33.9519,-118.2797,2016-09-03,25.3
328563,1389997,09/05/2016,1610,Southeast,1802,KIDNAPPING,35.0,F,B,STREET,"(33.9591, -118.2739)",9,5,2016,33.9591,-118.2739,2016-09-05,25.7
328643,1390100,09/08/2016,1810,Southeast,1823,CRIMINAL HOMICIDE,23.0,M,B,OTHER BUSINESS,"(33.9465, -118.2695)",9,8,2016,33.9465,-118.2695,2016-09-08,26.0
328936,1390466,09/24/2016,242,Southeast,1824,CRIMINAL HOMICIDE,17.0,M,H,STREET,"(33.9511, -118.263)",9,24,2016,33.9511,-118.263,2016-09-24,33.0
328970,1390504,09/21/2016,1510,Southeast,1804,KIDNAPPING,47.0,F,H,STREET,"(33.9583, -118.2605)",9,21,2016,33.9583,-118.2605,2016-09-21,28.6
329085,1390642,09/24/2016,1400,Southeast,1821,KIDNAPPING,18.0,F,B,STREET,"(33.9474, -118.2826)",9,24,2016,33.9474,-118.2826,2016-09-24,31.4
329122,1390684,09/28/2016,2140,Southeast,1826,ARSON,20.0,M,H,STREET,"(33.9457, -118.2462)",9,28,2016,33.9457,-118.2462,2016-09-28,32.1
329234,1390818,10/03/2016,500,Southeast,1822,ARSON,27.0,F,B,STREET,"(33.9501, -118.2804)",10,3,2016,33.9501,-118.2804,2016-10-03,25.6
329325,1390939,10/07/2016,130,Southeast,1841,KIDNAPPING,15.0,F,B,STREET,"(33.9424, -118.2848)",10,7,2016,33.9424,-118.2848,2016-10-07,31.2
329358,1390980,10/07/2016,2200,Southeast,1838,KIDNAPPING,25.0,F,H,STREET,"(33.9432, -118.2369)",10,7,2016,33.9432,-118.2369,2016-10-07,31.9
329613,1391283,10/17/2016,2315,Southeast,1841,ARSON,53.0,F,B,SINGLE FAMILY DWELLING,"(33.9382, -118.2869)",10,17,2016,33.9382,-118.2869,2016-10-17,21.6
329713,1391411,10/20/2016,2320,Southeast,1834,ARSON,32.0,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.941, -118.2652)",10,20,2016,33.941,-118.2652,2016-10-20,33.9
329714,1391412,10/20/2016,2320,Southeast,1834,ARSON,46.0,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.941, -118.2652)",10,20,2016,33.941,-118.2652,2016-10-20,33.9
329715,1391413,10/20/2016,2320,Southeast,1834,ARSON,11.0,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.941, -118.2652)",10,20,2016,33.941,-118.2652,2016-10-20,33.9
329716,1391414,10/20/2016,2320,Southeast,1834,ARSON,14.0,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.941, -118.2652)",10,20,2016,33.941,-118.2652,2016-10-20,33.9
329717,1391415,10/20/2016,2320,Southeast,1834,ARSON,15.0,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.941, -118.2652)",10,20,2016,33.941,-118.2652,2016-10-20,33.9
329721,1391421,10/22/2016,15,Southeast,1841,CRIMINAL HOMICIDE,35.0,M,B,STREET,"(33.9416, -118.2869)",10,22,2016,33.9416,-118.2869,2016-10-22,27.5
329741,1391444,10/22/2016,1617,Southeast,1802,CRIMINAL HOMICIDE,26.0,M,B,STREET,"(33.9528, -118.2782)",10,22,2016,33.9528,-118.2782,2016-10-22,28.5
329860,1391588,10/27/2016,2030,Southeast,1826,KIDNAPPING,15.0,F,H,STREET,"(33.9534, -118.2469)",10,27,2016,33.9534,-118.2469,2016-10-27,27.2
329889,1391625,10/29/2016,215,Southeast,1844,ARSON,22.0,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.9339, -118.2673)",10,29,2016,33.9339,-118.2673,2016-10-29,26.3
329900,1391639,10/29/2016,940,Southeast,1842,CRIMINAL HOMICIDE,22.0,M,B,SIDEWALK,"(33.9348, -118.2781)",10,29,2016,33.9348,-118.2781,2016-10-29,26.2
329904,1391643,10/29/2016,405,Southeast,1801,CRIMINAL HOMICIDE,22.0,M,B,STREET,"(33.958, -118.2869)",10,29,2016,33.958,-118.2869,2016-10-29,26.8
329990,1391741,10/29/2016,410,Southeast,1822,CRIMINAL HOMICIDE,39.0,M,B,STREET,"(33.9501, -118.2827)",10,29,2016,33.9501,-118.2827,2016-10-29,26.8
330077,1391850,11/03/2016,2100,Southeast,1826,ARSON,43.0,M,B,STREET,"(33.9523, -118.2476)",11,3,2016,33.9523,-118.2476,2016-11-03,30.2
330417,1392257,11/18/2016,1830,Southeast,1849,KIDNAPPING,22.0,F,B,MEDICAL MARIJUANA FACILITIES/BUSINESSES,"(33.9303, -118.2391)",11,18,2016,33.9303,-118.2391,2016-11-18,24.4
330456,1392307,11/20/2016,1100,Southeast,1822,ARSON,44.0,F,B,"VEHICLE, PASSENGER/TRUCK","(33.9429, -118.2739)",11,20,2016,33.9429,-118.2739,2016-11-20,19.0
330463,1392320,11/21/2016,1205,Southeast,1824,CRIMINAL HOMICIDE,29.0,M,B,STREET,"(33.9484, -118.263)",11,21,2016,33.9484,-118.263,2016-11-21,17.9
330502,1392362,11/22/2016,1345,Southeast,1851,KIDNAPPING,18.0,F,B,STREET,"(33.9164, -118.2827)",11,22,2016,33.9164,-118.2827,2016-11-22,19.0
331029,1393005,12/14/2016,1610,Southeast,1836,THROWING OBJECT AT MOVING VEHICLE,34.0,F,H,"VEHICLE, PASSENGER/TRUCK","(33.9433, -118.2491)",12,14,2016,33.9433,-118.2491,2016-12-14,20.2
331058,1393036,12/15/2016,641,Southeast,1822,ARSON,35.0,F,H,SINGLE FAMILY DWELLING,"(33.9501, -118.2784)",12,15,2016,33.9501,-118.2784,2016-12-15,18.7
331065,1393046,12/14/2016,1200,Southeast,1837,THROWING OBJECT AT MOVING VEHICLE,52.0,M,H,STREET,"(33.9321, -118.2463)",12,14,2016,33.9321,-118.2463,2016-12-14,20.3
331128,1393125,12/18/2016,500,Southeast,1822,ARSON,26.0,M,B,STREET,"(33.9456, -118.2762)",12,18,2016,33.9456,-118.2762,2016-12-18,17.0
331146,1393148,12/16/2016,1814,Southeast,1805,ARSON,65.0,F,H,SINGLE FAMILY DWELLING,"(33.9556, -118.2695)",12,16,2016,33.9556,-118.2695,2016-12-16,14.8
331315,1393354,12/27/2016,130,Southeast,1844,KIDNAPPING,35.0,F,B,SIDEWALK,"(33.9348, -118.2652)",12,27,2016,33.9348,-118.2652,2016-12-27,20.0
331423,1393480,12/31/2016,848,Southeast,1861,ARSON,71.0,M,B,SINGLE FAMILY DWELLING,"(33.9265, -118.2881)",12,31,2016,33.9265,-118.2881,2016-12-31,13.6
331438,1393502,02/04/2016,500,Mission,1981,KIDNAPPING,21.0,F,H,STREET,"(34.2214, -118.4721)",2,4,2016,34.2214,-118.4721,2016-02-04,19.1
331534,1393627,06/11/2016,1929,Mission,1985,CRIMINAL HOMICIDE,13.0,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.2247, -118.4535)",6,11,2016,34.2247,-118.4535,2016-06-11,22.4
331535,1393628,06/11/2016,1923,Mission,1985,CRIMINAL HOMICIDE,17.0,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.2247, -118.4535)",6,11,2016,34.2247,-118.4535,2016-06-11,22.4
331722,1393844,01/05/2016,435,Mission,1967,ARSON,67.0,M,W,SINGLE FAMILY DWELLING,"(34.2452, -118.4333)",1,5,2016,34.2452,-118.4333,2016-01-05,12.5
331847,1393999,01/12/2016,1400,Mission,1904,THROWING OBJECT AT MOVING VEHICLE,57.0,M,H,STREET,"(34.3247, -118.4393)",1,12,2016,34.3247,-118.4393,2016-01-12,16.8
331981,1394164,01/19/2016,1740,Mission,1931,THROWING OBJECT AT MOVING VEHICLE,34.0,M,H,STREET,"(34.283, -118.4635)",1,19,2016,34.283,-118.4635,2016-01-19,14.8
332109,1394316,01/22/2016,2200,Mission,1925,ARSON,44.0,M,A,ELEMENTARY SCHOOL,"(34.3004, -118.448)",1,22,2016,34.3004,-118.448,2016-01-22,19.7
332464,1394753,02/08/2016,2238,Mission,1982,CRIMINAL HOMICIDE,38.0,M,H,PARKING LOT,"(34.2286, -118.4644)",2,8,2016,34.2286,-118.4644,2016-02-08,29.1
332677,1394999,01/05/2016,435,Mission,1967,ARSON,34.0,M,H,SINGLE FAMILY DWELLING,"(34.2452, -118.4333)",1,5,2016,34.2452,-118.4333,2016-01-05,12.5
332684,1395008,02/14/2016,300,Mission,1988,THROWING OBJECT AT MOVING VEHICLE,62.0,M,W,STREET,"(34.2217, -118.4247)",2,14,2016,34.2217,-118.4247,2016-02-14,29.7
332697,1395021,02/16/2016,2330,Mission,1921,ARSON,25.0,M,H,"VEHICLE, PASSENGER/TRUCK","(34.3057, -118.471)",2,16,2016,34.3057,-118.471,2016-02-16,29.9
332723,1395050,02/18/2016,1420,Mission,1966,THROWING OBJECT AT MOVING VEHICLE,37.0,F,H,STREET,"(34.2427, -118.4453)",2,18,2016,34.2427,-118.4453,2016-02-18,18.3
332853,1395202,02/23/2016,2340,Mission,1974,CRIMINAL HOMICIDE,24.0,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.2354, -118.4502)",2,23,2016,34.2354,-118.4502,2016-02-23,26.8
333004,1395381,03/01/2016,1,Mission,1984,ARSON,15.0,M,O,PARK/PLAYGROUND,"(34.23, -118.4575)",3,1,2016,34.23,-118.4575,2016-03-01,27.8
333183,1395595,03/09/2016,1253,Mission,1916,ARSON,40.0,M,W,STREET,"(34.3021, -118.4381)",3,9,2016,34.3021,-118.4381,2016-03-09,22.5
333199,1395614,02/17/2016,1315,Mission,1962,ARSON,55.0,M,B,JUNIOR HIGH SCHOOL,"(34.2428, -118.4653)",2,17,2016,34.2428,-118.4653,2016-02-17,23.1
333343,1395779,01/12/2016,940,Mission,1916,ARSON,40.0,M,W,"VEHICLE, PASSENGER/TRUCK","(34.3035, -118.438)",1,12,2016,34.3035,-118.438,2016-01-12,17.7
333523,1395999,03/23/2016,1340,Mission,1977,THROWING OBJECT AT MOVING VEHICLE,58.0,M,O,STREET,"(34.2309, -118.4343)",3,23,2016,34.2309,-118.4343,2016-03-23,25.5
333664,1396170,03/29/2016,850,Mission,1982,CRIMINAL HOMICIDE,68.0,F,O,SINGLE FAMILY DWELLING,"(34.2318, -118.4592)",3,29,2016,34.2318,-118.4592,2016-03-29,16.8
333666,1396172,03/29/2016,850,Mission,1982,CRIMINAL HOMICIDE,38.0,M,O,SINGLE FAMILY DWELLING,"(34.2318, -118.4592)",3,29,2016,34.2318,-118.4592,2016-03-29,16.8
333944,1396513,04/11/2016,2230,Mission,1902,ARSON,18.0,M,H,ELEMENTARY SCHOOL,"(34.32, -118.4489)",4,11,2016,34.32,-118.4489,2016-04-11,18.8
333981,1396556,04/13/2016,810,Mission,1924,THROWING OBJECT AT MOVING VEHICLE,30.0,M,B,SIDEWALK,"(34.2892, -118.4528)",4,13,2016,34.2892,-118.4528,2016-04-13,20.8
334014,1396596,04/14/2016,2002,Mission,1917,CRIMINAL HOMICIDE,17.0,M,H,STREET,"(34.312, -118.4383)",4,14,2016,34.312,-118.4383,2016-04-14,21.7
334125,1396727,04/15/2016,1430,Mission,1959,ARSON,36.0,M,H,ELEMENTARY SCHOOL,"(34.2534, -118.4323)",4,15,2016,34.2534,-118.4323,2016-04-15,24.3
334656,1397387,05/14/2016,409,Mission,1971,CRIMINAL HOMICIDE,37.0,M,H,SIDEWALK,"(34.2356, -118.4698)",5,14,2016,34.2356,-118.4698,2016-05-14,23.4
334670,1397402,05/13/2016,2230,Mission,1902,ARSON,18.0,M,H,JUNIOR HIGH SCHOOL,"(34.32, -118.4489)",5,13,2016,34.32,-118.4489,2016-05-13,27.8
334681,1397416,05/15/2016,255,Mission,1981,CRIMINAL HOMICIDE,46.0,M,H,SINGLE FAMILY DWELLING,"(34.2247, -118.4699)",5,15,2016,34.2247,-118.4699,2016-05-15,22.4
334718,1397458,05/14/2016,1105,Mission,1955,ARSON,74.0,M,O,GAS STATION,"(34.2608, -118.4529)",5,14,2016,34.2608,-118.4529,2016-05-14,23.2
334838,1397600,05/20/2016,350,Mission,1982,THROWING OBJECT AT MOVING VEHICLE,49.0,M,H,STREET,"(34.2319, -118.4676)",5,20,2016,34.2319,-118.4676,2016-05-20,19.6
335069,1397898,05/29/2016,1300,Mission,1987,KIDNAPPING,30.0,F,O,DRIVEWAY,"(34.2234, -118.435)",5,29,2016,34.2234,-118.435,2016-05-29,23.8
335074,1397903,05/29/2016,130,Mission,1995,KIDNAPPING,30.0,F,H,"VEHICLE, PASSENGER/TRUCK","(34.2152, -118.4488)",5,29,2016,34.2152,-118.4488,2016-05-29,23.8
335143,1397992,06/01/2016,200,Mission,1907,ARSON,66.0,F,H,SINGLE FAMILY DWELLING,"(34.3022, -118.4139)",6,1,2016,34.3022,-118.4139,2016-06-01,27.1
335204,1398064,06/05/2016,1230,Mission,1945,ARSON,41.0,M,X,OTHER PREMISE,"(34.2646, -118.4673)",6,5,2016,34.2646,-118.4673,2016-06-05,29.2
335232,1398095,06/06/2016,1000,Mission,1975,THROWING OBJECT AT MOVING VEHICLE,28.0,M,W,STREET,"(34.2353, -118.4404)",6,6,2016,34.2353,-118.4404,2016-06-06,25.7
335369,1398264,05/26/2016,2100,Mission,1962,PICKPOCKET,17.0,F,H,RESTAURANT/FAST FOOD,"(34.2482, -118.4675)",5,26,2016,34.2482,-118.4675,2016-05-26,24.6
335505,1398428,06/18/2016,206,Mission,1902,KIDNAPPING,21.0,M,H,STREET,"(34.3183, -118.4443)",6,18,2016,34.3183,-118.4443,2016-06-18,34.6
335730,1398705,06/29/2016,1926,Mission,1981,CRIMINAL HOMICIDE,24.0,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.2283, -118.4677)",6,29,2016,34.2283,-118.4677,2016-06-29,33.1
335948,1398978,06/22/2016,1400,Mission,1999,PICKPOCKET,57.0,M,H,SIDEWALK,"(34.2217, -118.4328)",6,22,2016,34.2217,-118.4328,2016-06-22,31.3
336012,1399059,07/06/2016,1854,Mission,1991,THROWING OBJECT AT MOVING VEHICLE,22.0,M,H,STREET,"(34.2214, -118.4699)",7,6,2016,34.2214,-118.4699,2016-07-06,26.3
336195,1399272,07/19/2016,2350,Mission,1944,CRIMINAL HOMICIDE,36.0,M,H,SINGLE FAMILY DWELLING,"(34.2776, -118.4361)",7,19,2016,34.2776,-118.4361,2016-07-19,33.2
336277,1399373,07/22/2016,1400,Mission,1991,KIDNAPPING,24.0,F,B,STREET,"(34.2214, -118.4677)",7,22,2016,34.2214,-118.4677,2016-07-22,40.0
336862,1400071,08/14/2016,2335,Mission,1994,CRIMINAL HOMICIDE,25.0,M,H,STREET,"(34.2215, -118.4553)",8,14,2016,34.2215,-118.4553,2016-08-14,36.5
336867,1400077,08/15/2016,320,Mission,1925,CRIMINAL HOMICIDE,34.0,M,H,STREET,"(34.3007, -118.4536)",8,15,2016,34.3007,-118.4536,2016-08-15,37.6
337326,1400647,09/02/2016,1830,Mission,1908,ARSON,79.0,F,W,SINGLE FAMILY DWELLING,"(34.3082, -118.4153)",9,2,2016,34.3082,-118.4153,2016-09-02,29.2
337423,1400777,09/07/2016,140,Mission,1918,CRIMINAL HOMICIDE,23.0,M,H,SIDEWALK,"(34.308, -118.4362)",9,7,2016,34.308,-118.4362,2016-09-07,28.9
337505,1400874,09/03/2016,354,Mission,1918,ARSON,32.0,M,H,"VEHICLE, PASSENGER/TRUCK","(34.3008, -118.4259)",9,3,2016,34.3008,-118.4259,2016-09-03,25.7
